Case #1: Impossible
10 14 45104
13 7 120906
10 7 165290
10 6 196503
12 8 181165
11 10 160860
1 2 333941
12 2 195858
4 11 110799
13 14 138254
11 9 307955
5 9 444945
4 6 74378
5 1 507740
2 7 150080
1 7 183861
2 10 154435
10 13 183358
12 11 81114
4 7 105591
12 6 117535
4 3 395317
14 9 261483
7 14 120964
5 7 570012
1 13 304767
12 7 86322
7 8 105259
3 11 388134
12 1 270183
1 14 256454
4 1 289452
2 8 44821
3 6 420058
1 10 301558
3 10 317482
14 12 34642
1 8 289120
14 8 154718
1 3 279494
9 13 330453
2 14 199539
13 5 597457
2 11 144872
11 7 5208
5 3 704171
9 12 226841
Case #263: 820
20 2 162690
35 6 162331
40 20 124977
39 26 146300
39 20 130165
30 1 1848
31 29 85003
11 26 156678
41 35 138869
5 34 81558
33 11 91419
15 2 40647
1 21 212744
35 2 139700
2 29 78914
23 28 159108
30 20 107443
16 39 130969
1 4 111595
3 8 117399
31 5 42111
2 11 117828
3 13 166640
40 9 48867
15 28 131099
24 33 105807
41 38 107928
9 33 59334
2 28 171746
28 38 136750
23 7 79899
41 9 115575
41 15 99850
25 23 122333
13 2 154968
35 39 137725
15 10 93344
11 41 39120
12 7 99750
1 24 79654
11 20 72329
26 38 207178
4 35 32068
14 40 42991
39 10 101466
1 18 71455
38 23 118618
24 31 106661
39 23 36131
20 25 210652
36 28 199850
38 17 126112
25 8 115155
9 16 124200
39 4 105657
33 14 53458
37 19 44705
23 33 10896
1 27 22183
32 13 191830
40 2 69085
34 10 147595
3 29 171012
21 36 228351
26 23 112237
10 23 65335
10 19 80624
31 8 31390
26 18 163455
13 30 99721
34 31 118965
18 22 87561
23 6 46025
38 31 137132
13 11 163139
19 33 121972
31 13 74562
13 16 211664
11 8 69649
20 19 99051
38 30 111973
35 24 155906
23 15 28009
13 5 116673
23 19 111076
19 27 113144
34 35 188874
26 14 138016
21 13 208073
6 3 143784
37 1 51114
6 28 149115
14 36 83304
30 14 29153
11 12 100374
14 22 43411
18 40 87141
39 31 47881
9 14 30278
34 6 97222
31 20 132602
2 41 140497
33 13 127722
38 33 128656
25 35 78547
38 34 176579
32 34 156715
8 10 88671
28 11 209117
21 11 200584
22 26 171740
6 14 32569
22 25 123182
15 37 63866
15 14 14553
1 16 110095
37 18 48620
15 1 12752
39 32 111135
37 29 108680
33 21 207525
37 26 142526
19 13 183129
28 17 159838
29 10 133363
27 12 31787
31 30 25159
17 21 220163
38 10 129851
15 29 45244
9 1 33181
26 5 140530
10 6 111360
3 19 199641
37 2 104513
3 41 208208
13 1 101569
28 3 256867
2 17 74090
4 22 157909
23 9 48438
12 30 36956
28 39 164725
12 32 99865
41 36 168601
26 33 101341
39 29 78870
41 30 102538
25 41 177443
15 39 33626
40 7 80328
19 4 115368
19 26 187231
4 2 107632
14 28 116546
24 20 118969
25 14 104173
22 5 31210
34 4 156806
6 13 132337
36 10 148762
32 41 120698
1 41 104386
33 16 104876
18 33 97608
12 13 104460
25 31 115844
20 9 108357
30 9 35029
13 10 142722
5 15 2352
2 7 117204
32 6 95525
14 35 138709
20 34 201249
21 40 197058
9 10 113773
9 35 165281
24 2 126802
33 36 97869
31 27 43578
21 37 213488
30 8 6231
30 21 214592
34 30 93806
16 29 153100
18 7 62148
31 3 136327
11 5 80370
33 31 53160
25 5 91972
2 32 118156
39 22 67188
11 6 95197
27 6 27447
25 26 220332
34 26 172705
22 7 110956
10 17 126787
4 26 186783
28 12 153455
20 37 58177
14 39 48179
41 26 195798
36 9 76464
8 5 23183
6 37 81882
23 27 37440
30 23 17105
10 40 65764
5 1 15104
28 25 220719
25 15 94324
3 1 113016
20 38 66567
41 10 89191
8 19 100202
1 32 90261
32 28 203904
16 3 193807
16 26 183398
28 9 146824
15 24 92406
7 26 156054
7 36 136358
16 21 102649
18 19 93325
33 10 76231
4 6 130263
31 28 170858
3 34 160295
19 16 128488
15 4 124347
11 38 79780
2 18 99350
35 10 144355
10 31 107599
38 8 118204
17 37 97309
26 24 203318
12 5 24708
26 12 160534
38 6 115389
12 21 217839
3 7 168464
17 35 133664
22 35 178414
19 29 148957
39 25 127950
37 33 77267
39 19 110652
21 22 181647
11 3 169088
29 22 74102
28 40 159537
23 29 73253
22 23 61571
5 36 71103
33 8 34232
8 1 8079
40 4 95909
29 28 147237
1 33 26153
14 13 128874
4 9 144776
10 12 115700
40 5 30790
37 4 111960
25 21 166791
11 39 86140
28 1 143851
5 23 30361
23 13 116826
12 22 55918
11 4 126112
35 15 144852
39 34 112832
7 11 624
32 14 87358
28 26 254562
11 19 30553
36 17 102194
34 18 137909
17 5 31091
9 8 41260
36 12 91107
6 24 104171
33 3 88931
20 21 192996
7 38 80404
24 39 58780
15 38 97373
5 39 35978
20 29 166857
30 25 108924
32 27 82236
21 31 239729
33 7 90795
21 32 171085
21 15 205582
16 14 122409
12 15 22356
34 2 119853
23 20 124548
32 10 131649
12 40 50794
7 5 79746
18 32 18806
4 18 160580
3 37 154936
41 29 140390
9 13 134750
29 1 57996
16 40 94409
40 41 120072
34 25 173530
33 6 56921
25 1 107076
4 14 138900
24 32 128218
21 4 212185
35 8 140179
10 1 80592
9 38 113098
35 13 119829
30 6 32616
20 33 135444
6 25 112340
15 40 28438
25 32 167129
11 29 122832
29 5 42892
6 15 18016
31 18 98462
1 14 27305
34 1 91958
10 28 224443
13 37 148987
24 16 171631
12 34 91207
23 32 105518
35 26 218851
3 5 128120
33 40 10467
41 24 114064
26 2 133659
37 36 122830
31 9 60188
12 33 61261
14 2 55200
36 25 163075
12 38 108323
16 20 90347
9 15 20429
3 20 203047
6 9 38445
35 32 210040
15 11 78018
26 9 158607
13 34 193527
16 27 117287
40 30 17534
19 36 167535
16 35 141604
33 2 79552
38 21 126429
3 12 148124
31 41 100000
28 22 159957
27 37 73297
33 29 84149
18 35 192648
5 20 124395
10 21 250655
31 11 88577
4 33 85442
7 28 208493
10 7 50695
4 36 180998
23 14 42562
8 4 119674
29 32 118049
40 31 42693
27 29 49971
18 11 62772
24 36 63287
36 26 197142
37 22 97428
19 12 97192
37 35 144028
25 9 110049
21 9 221307
7 21 199960
3 40 99398
8 22 54393
31 32 117268
35 38 165384
28 5 128747
11 14 92571
14 19 118266
27 24 97859
27 38 102100
19 31 108567
40 11 80952
28 8 151930
27 2 50078
4 13 151897
14 3 140321
26 29 168707
40 22 62000
36 29 107018
2 25 134971
8 36 79795
11 17 111461
13 18 173024
34 22 112768
13 17 104611
19 35 147436
15 8 20831
39 40 36560
25 13 41282
30 24 81502
32 26 144649
36 22 102313
20 1 109291
9 12 42785
16 11 97935
7 39 85516
5 14 12201
22 20 130378
12 20 144399
34 19 131425
2 30 55247
1 26 125426
30 15 14600
22 15 33562
19 28 234812
5 38 95021
7 13 162515
29 6 56283
31 2 80406
41 16 131708
29 38 137913
14 37 78419
39 3 133890
36 31 98723
21 34 278889
12 16 132103
8 20 113674
24 40 95340
34 17 112649
13 28 245420
21 6 223598
13 39 122443
19 22 137275
33 25 133229
19 6 125750
4 3 174373
22 10 126906
32 33 116414
17 29 73983
16 7 97311
14 12 36909
32 7 80954
35 29 108018
18 6 76719
20 35 202205
40 25 122762
12 29 67600
27 4 125608
18 30 73303
32 15 77509
24 10 85475
37 28 194965
5 35 147204
9 34 99635
15 13 114321
28 30 145699
28 24 195125
15 34 79206
3 21 296456
17 20 155486
15 18 58703
32 38 92216
27 14 19280
37 25 152475
23 8 23336
7 30 62794
6 5 20368
9 39 54055
38 16 23780
20 7 71705
41 4 106801
28 34 210305
12 18 81059
41 37 53272
32 22 106367
16 4 109536
2 16 153207
27 3 135199
36 13 173285
25 16 202180
3 15 125768
3 38 217587
11 24 74944
38 2 138020
41 7 39744
8 29 66075
31 4 138602
14 24 78579
22 3 159330
19 40 111505
32 17 106248
9 27 25156
37 5 66218
4 38 133316
7 15 77394
27 10 102775
9 3 146197
11 22 111580
33 35 117510
12 25 116680
18 25 148323
32 20 125603
16 15 112560
28 27 135826
39 1 20874
2 6 22631
18 17 87442
15 17 33443
31 14 54312
23 1 15257
2 9 61076
23 16 94838
36 20 181007
19 21 231137
25 17 108905
21 39 231120
25 4 110615
36 15 68751
16 10 148006
5 27 7079
4 28 255446
14 8 35384
5 18 56351
19 38 110333
21 35 244253
34 40 81831
38 24 154724
23 18 86712
38 22 63811
7 34 156600
19 5 106065
35 11 158180
23 41 119643
18 8 79534
16 36 132524
35 1 132100
3 10 165162
17 6 51459
37 40 66800
2 19 148381
7 9 96447
24 13 181223
9 19 124142
13 38 204110
29 24 47888
4 30 113443
18 9 38274
17 8 54274
25 19 168876
32 40 105947
26 31 148737
5 2 42999
11 1 65266
9 22 49287
36 34 59657
26 20 200703
24 21 274280
10 18 112843
3 32 157059
8 34 100037
29 18 99243
40 6 46454
5 33 41257
4 17 101596
17 30 48043
21 41 234357
37 34 143072
31 17 67590
9 37 84295
33 34 71364
5 16 110208
23 24 94911
29 13 159565
16 6 130576
35 28 255255
30 27 24031
14 10 107897
2 3 121249
12 4 146703
26 6 156194
28 20 203317
22 30 48162
32 5 75157
10 37 64223
12 39 55982
2 1 53399
40 27 37869
41 27 104577
30 36 73564
5 10 95696
40 36 87402
41 13 174562
6 41 117866
17 1 46195
29 14 30691
8 39 28953
20 18 106797
17 40 61881
18 3 175865
23 34 82260
29 7 122208
18 36 114738
20 27 131474
10 4 161673
17 24 121871
41 14 109699
24 19 105497
27 25 84893
27 33 48336
22 16 78998
1 12 35108
4 5 126699
10 2 133991
11 10 50071
38 25 186993
17 14 43292
29 9 60969
36 32 133544
36 27 78182
7 27 86825
6 8 38847
8 2 61478
24 3 192670
30 39 22722
31 12 29898
18 38 109327
23 36 86973
32 8 98340
39 33 47027
6 39 51642
30 3 111168
33 30 28001
29 25 134864
26 15 138178
26 10 177572
11 32 81578
2 22 74209
23 35 128406
34 41 122858
19 30 93971
25 3 207922
8 16 118174
21 26 286047
23 21 197487
11 25 138323
8 40 23765
16 34 176240
37 16 110839
10 30 82440
15 31 39759
17 23 61452
17 33 72348
25 10 184004
2 23 68656
3 17 157815
27 26 147609
33 28 170004
22 17 62301
7 8 69025
41 18 101892
12 35 166304
41 17 128589
24 8 87733
21 29 246122
24 34 122944
39 36 92590
20 13 207164
1 36 71716
24 37 60792
6 7 94573
3 23 99827
39 38 130999
41 33 130539
14 18 68552
8 13 105952
27 8 30262
28 18 185098
23 11 80523
37 8 55497
4 23 96338
24 22 121990
26 30 123578
9 17 49168
41 20 107618
39 37 71988
21 5 203230
35 36 203816
5 9 18077
15 19 108417
12 23 50365
14 34 93759
19 32 112131
27 39 43057
8 21 220823
2 12 63003
6 12 40372
20 4 170137
28 21 263179
31 16 137102
22 27 38289
11 34 157224
4 32 177972
5 24 90780
11 30 63418
21 18 189891
4 29 140086
27 11 87449
37 23 66371
36 38 156304
17 7 110837
41 12 105759
37 7 13528
29 40 73682
5 41 97498
17 19 137156
37 11 14152
38 1 110125
15 20 122043
16 17 141299
36 6 50735
22 13 147883
35 7 157556
2 21 207608
39 18 92329
39 17 67069
16 30 111943
35 27 154283
1 40 15686
41 28 226245
27 18 63430
7 4 125488
17 26 145405
38 14 107222
10 20 122400
2 36 73366
40 35 127977
31 37 74425
24 25 182752
32 30 92109
7 24 74320
41 22 128708
29 34 124450
14 7 91947
12 8 43187
31 35 159107
31 6 57775
36 3 184732
7 19 31177
9 32 57080
40 38 118189
13 26 179050
25 7 138947
3 35 206441
17 27 24012
31 23 42264
22 33 72467
32 16 68436
6 1 30768
5 30 16952
16 28 160530
19 1 95819
12 37 86222
29 30 59844
12 17 55799
39 2 74273
4 24 164437
13 40 117255
27 13 118140
38 37 93932
1 22 46314
30 37 49266
18 24 109412
41 39 119219
8 26 129809
41 19 8567
27 34 88637
11 36 136982
31 1 27007
22 6 51578
40 26 111808
40 23 429
20 14 136596
37 32 67426
24 12 114486
41 8 108769
18 16 87242
3 26 12410
21 27 196151
9 11 97071
31 7 87953
15 33 38905
24 9 108857
22 31 73321
6 20 140059
15 27 9431
21 14 215431
7 1 64642
35 30 133948
Case #264: 96
15 10 108184
5 14 167498
10 4 44039
1 5 28180
5 10 38843
8 12 103656
7 9 252682
13 6 268037
12 14 220070
4 5 61556
7 10 140232
3 13 33001
3 4 59488
1 2 258831
1 12 100745
13 4 92489
1 3 26112
8 11 341102
11 7 266270
11 14 308713
10 8 202664
4 2 225455
2 10 269494
12 2 158086
6 9 599050
8 7 74832
11 12 237446
1 14 139318
14 10 149981
12 5 128925
10 13 69776
14 13 198431
14 15 258165
6 5 257379
6 11 398594
5 13 87293
14 7 248894
8 3 219244
14 9 501576
3 11 195507
1 8 193132
4 11 170077
10 6 218536
8 6 421200
6 2 488030
6 3 235036
9 2 381944
5 8 164952
3 14 165430
6 4 262575
15 8 310848
8 14 323726
4 9 347724
1 13 59113
6 15 110352
2 8 204094
9 5 342802
7 1 129569
3 2 284943
4 1 33376
7 5 157749
4 7 96193
5 15 147027
7 3 155681
7 2 129262
8 9 177850
2 11 395532
3 15 124684
15 1 118847
3 10 36775
9 10 380514
1 6 229199
7 6 358768
3 12 126857
4 12 67369
10 11 180058
4 14 172694
9 13 430095
13 12 159858
2 15 377678
10 1 10663
3 9 397094
11 5 197575
13 8 252245
5 2 287011
4 15 152223
12 9 281506
10 12 111408
7 15 248416
13 7 188682
5 3 54292
1 11 169395
11 9 517801
1 9 370982
14 6 368517
13 11 228508
Case #265: 8
6 2 125000
2 1 300575
7 5 372800
7 2 273266
2 5 99534
2 4 36438
3 4 464456
7 1 27309
Case #266: Impossible
Case #267: 418
10 6 196062
15 31 160552
26 20 162888
10 21 78670
11 19 162943
22 11 94679
10 20 91803
8 24 26967
17 9 205267
27 6 125302
6 29 198541
9 25 215361
1 22 156069
7 26 132915
10 5 108906
28 16 135676
5 25 54292
6 19 143366
16 5 123601
23 9 216848
10 17 44520
15 10 47276
29 14 105322
18 5 152485
10 12 82969
11 8 46243
17 21 34150
8 3 144892
2 18 160978
17 7 152917
14 13 203327
7 18 113622
18 20 152790
13 15 159061
26 29 73564
29 23 64212
12 14 172041
2 20 68454
28 11 78660
24 15 43775
26 11 117215
17 32 186949
32 6 58694
32 4 171906
6 30 149614
15 27 28996
32 8 196184
19 30 156453
17 16 59215
2 32 242420
27 30 24312
11 3 166225
18 12 110728
4 11 162575
23 17 17213
8 29 85427
24 11 73210
4 17 130384
8 30 36500
23 6 134329
23 3 166107
1 29 109999
1 17 154046
12 21 4299
30 20 94537
8 21 20098
32 9 149376
8 2 71745
3 21 155448
32 13 289668
17 8 38428
8 4 116332
15 26 118361
23 30 33339
21 4 96234
32 25 197043
9 29 168357
19 3 76848
10 2 99991
27 5 38146
5 8 50334
5 1 106139
5 30 62458
19 14 89142
17 18 105507
14 9 63035
10 26 71085
26 17 115605
2 6 184859
7 12 191108
4 26 175314
28 31 157359
19 7 141451
25 21 24056
18 24 113298
12 26 154054
19 22 160404
11 7 230828
4 22 169915
8 31 143744
22 3 163686
20 22 78268
25 20 57377
6 13 299477
29 21 81149
3 4 107002
26 1 140825
23 18 122720
6 15 154298
24 12 2570
18 6 206348
29 20 94282
25 13 166399
15 1 156802
7 6 92726
19 31 86259
13 27 182545
9 6 208070
16 27 85455
5 28 88367
4 13 186265
13 21 190455
9 1 123254
25 1 143952
29 7 182219
28 7 197761
4 9 157743
31 21 123646
1 27 127806
4 12 100533
25 27 16146
32 10 218730
22 16 58286
7 8 191087
4 29 136570
2 27 59557
22 27 65771
6 16 210757
15 22 42287
32 1 171148
21 19 124231
18 22 145038
12 5 50355
5 9 229393
8 19 144329
23 16 76428
20 32 234232
22 5 103917
21 7 186809
10 7 184698
24 19 122502
12 28 38012
23 10 61733
18 28 148740
5 15 67142
6 1 147701
31 20 181405
22 6 191073
29 3 117616
23 12 21236
32 26 166947
11 18 172770
27 9 207821
2 19 138167
32 14 110929
20 27 73523
30 11 82743
11 23 67458
14 28 210053
13 16 97090
17 3 154526
23 27 9027
23 32 193023
19 27 132141
9 31 205178
9 24 213058
11 2 117988
14 1 84807
12 19 119932
2 12 71766
25 2 57649
8 25 28334
2 31 112951
6 26 225641
15 17 2756
13 28 232766
16 25 69309
8 16 97643
3 31 154437
30 29 97551
26 28 192066
30 4 128456
23 4 113171
24 5 52925
12 11 70640
1 2 142502
24 10 85539
23 31 140583
24 1 118167
1 31 81924
20 17 47283
5 6 163448
20 4 137988
14 11 153931
20 9 171575
29 16 12216
16 1 97783
1 13 151776
18 21 106429
13 11 157915
24 7 193678
13 18 240052
9 8 195633
1 18 121532
13 24 197324
32 3 98635
6 25 141448
3 9 50741
12 25 28355
2 15 58227
2 30 83869
20 21 81433
12 17 38449
1 7 137116
12 15 41205
24 22 80550
30 3 181392
13 29 109306
30 31 155868
13 3 191033
17 28 76461
14 21 167742
20 23 64496
14 24 174611
13 5 220691
3 6 157329
19 9 127589
26 18 117331
1 11 158608
25 18 115601
14 17 152321
7 25 163011
9 16 177137
32 5 222142
23 8 21215
21 16 93365
11 20 131954
30 10 95072
29 18 152506
31 27 131556
23 2 50530
19 15 161137
15 7 155673
7 31 219040
20 12 85732
8 12 24397
28 22 115992
22 7 178407
7 16 190999
26 19 145160
11 9 216966
7 32 34032
17 2 55471
17 30 50552
12 29 85448
8 13 194733
2 13 211776
15 30 53308
14 2 206427
10 27 70760
16 10 14695
32 30 188619
2 29 102470
19 28 157944
8 27 12188
21 23 16937
29 22 46070
26 13 160144
20 15 50039
17 19 158381
15 28 79217
31 16 179707
26 14 80606
4 16 124354
32 18 147654
7 14 76897
29 15 49755
30 16 109767
22 30 90083
31 25 147702
28 32 163729
19 16 102118
24 30 39091
30 25 40458
23 1 136833
30 12 36521
3 20 142171
14 6 169623
10 18 150027
5 14 190946
24 32 182955
24 6 124261
13 30 206857
24 25 30925
25 26 125699
28 21 42311
18 31 203456
25 14 162415
8 26 154033
9 22 214427
30 28 74533
12 27 12209
26 24 156624
11 31 189987
17 29 46999
10 3 120095
16 3 126396
26 23 132818
28 23 59248
11 25 74577
14 27 169374
23 24 23806
25 10 54614
12 3 159747
28 24 40582
15 14 155077
27 21 7910
16 18 164722
7 30 154587
3 14 12294
12 31 119347
27 3 157080
4 15 133140
14 22 151392
15 8 41184
17 25 10094
1 19 4335
27 11 58431
19 25 148287
31 14 166731
18 19 125867
1 3 72513
6 17 151542
11 21 66341
7 23 170130
20 8 85711
27 17 26240
5 7 217045
9 13 140292
28 25 66367
13 23 173518
11 10 46130
12 32 180385
16 2 114686
19 4 30154
26 21 149755
30 9 232133
2 26 171076
4 24 103103
4 10 139049
7 9 115344
7 27 178899
32 29 216251
9 26 119053
21 9 206189
2 7 208388
13 22 155376
1 28 153609
13 19 156111
26 27 141845
20 5 111669
15 16 61971
5 4 140628
29 25 57093
31 22 197327
16 14 117538
17 24 41019
30 26 166157
20 1 172477
22 23 56744
30 18 138651
21 24 6869
29 24 88018
24 31 116777
6 4 113212
20 6 198825
28 10 120981
3 28 197759
2 4 163701
32 22 212439
5 17 64386
26 16 63054
28 8 62409
3 26 68312
7 20 200200
12 13 194754
14 18 61313
9 2 240029
25 3 164620
16 24 100234
28 4 138545
11 16 60825
1 8 139994
9 10 170836
22 12 77980
3 2 209997
2 24 74336
29 31 190253
5 2 97703
23 25 7119
3 15 151770
22 25 49625
26 22 119634
13 10 111785
19 32 175483
7 13 255636
6 21 117392
21 1 119896
Case #268: Impossible
Case #269: 579
18 21 71845
2 13 46403
28 7 98121
27 25 32107
31 16 76963
35 1 95575
8 28 86024
36 12 143315
25 17 166424
37 14 131644
8 11 102920
27 7 38235
37 18 118620
3 16 156549
31 28 8916
5 13 127627
8 24 75544
3 26 118478
14 12 148556
35 37 40510
13 22 109884
21 5 168052
22 17 138643
28 19 117206
24 9 63647
18 23 62296
14 17 147710
29 22 149919
10 5 105237
31 27 82602
26 17 176366
27 9 43717
33 18 71825
24 3 130869
6 29 114468
22 10 15698
32 24 125435
22 15 38625
18 6 43013
25 5 31243
11 4 137309
35 21 216026
14 21 205268
28 24 42367
27 16 21164
23 8 33752
7 30 170729
10 7 102869
34 15 96677
1 26 102744
25 13 96384
11 33 122981
30 25 110458
9 25 11610
12 33 78894
1 3 145550
19 17 132631
33 14 110262
22 34 135302
20 32 93794
12 29 127547
2 30 145609
32 16 61944
23 25 20552
14 2 156470
35 32 69784
21 32 147053
36 6 107371
32 23 93411
15 12 32770
13 12 38489
34 25 82747
17 5 135181
23 24 54705
35 7 115008
12 26 44905
6 26 80849
19 31 110402
19 30 93370
29 37 216236
5 20 114793
7 21 128840
16 4 32132
18 29 134616
22 16 69239
4 14 82212
19 11 179210
28 26 45696
1 18 64908
18 15 39839
35 29 220890
9 16 22553
19 23 102724
10 33 80855
6 30 87613
3 27 162188
25 10 73994
33 27 38968
30 28 122766
28 32 83068
19 15 104808
11 9 127730
37 32 29274
37 24 123068
16 23 31495
11 22 159979
24 20 43411
19 34 151077
12 24 43158
5 32 85020
16 8 2285
29 9 129117
13 23 93716
27 22 80332
25 24 75257
26 36 109643
17 37 103551
18 24 50227
22 1 143372
37 9 113743
28 34 64698
3 14 136944
35 2 171121
2 1 79891
33 8 20061
3 21 152487
13 26 69256
24 35 128868
36 7 190487
15 9 53259
13 14 117544
31 30 131682
16 13 107327
33 15 71730
28 29 128338
6 37 109506
31 1 65964
11 28 100122
14 5 83070
35 31 159375
32 22 131155
26 21 109681
32 14 102370
4 1 119839
22 31 79520
8 1 85450
28 33 79685
7 4 91531
31 34 55782
24 13 81647
7 37 150617
12 4 70002
13 11 137820
5 26 94988
37 4 123322
27 10 64634
3 32 169988
13 34 88258
12 21 64776
4 6 40506
26 33 70606
12 2 22052
17 1 158616
24 30 101175
26 11 144236
30 32 104178
22 4 75957
5 22 89539
24 6 13562
23 12 69365
19 10 127735
24 15 10388
13 35 130806
37 36 94662
32 4 94048
11 34 163238
35 27 76773
30 26 129401
25 33 6861
15 7 79942
28 25 72824
19 37 99503
34 37 163720
29 27 146182
18 7 90261
24 27 52095
3 35 185721
35 33 110244
9 26 52135
34 14 162928
24 21 107934
5 16 27646
28 37 112342
22 6 35451
18 9 53354
31 36 137655
4 24 54068
12 5 103276
35 17 63041
30 16 121401
29 2 149599
36 17 66723
1 24 115135
4 9 9579
10 26 100602
11 20 110848
7 29 184417
5 2 100830
3 20 99228
32 7 121343
37 2 133603
36 5 161459
5 18 96207
23 21 123693
30 34 110399
4 3 143575
9 34 71137
34 10 119604
3 25 145606
33 7 77203
13 10 94186
36 27 152252
23 9 8942
7 12 97330
32 10 137974
4 21 123056
4 19 103361
8 26 76945
12 11 99331
31 15 40895
1 27 108899
27 18 81546
28 3 88502
31 14 142543
27 19 99739
27 17 139814
19 36 113128
16 26 74688
22 18 78464
28 10 54906
14 9 91791
27 12 74477
23 22 76594
10 14 129089
8 30 123658
24 31 51283
3 9 133996
26 18 37836
35 11 130921
33 30 117319
28 14 149347
4 26 61714
34 36 90641
5 4 52432
28 22 70604
6 11 135275
3 36 55957
1 36 149727
34 20 75424
34 33 89608
27 2 94348
29 32 186962
28 15 31979
5 7 87045
31 2 13927
15 35 118480
2 26 22853
35 30 115414
32 26 127182
16 11 105205
22 9 69906
18 25 64964
24 22 49013
8 9 24810
35 12 151250
35 8 97501
23 27 52659
14 19 32141
23 20 77340
21 37 176327
3 17 122680
34 24 107065
3 18 80642
27 32 83108
9 35 114993
20 7 108847
20 28 12308
32 36 123936
22 30 52162
31 6 44069
14 24 136280
23 29 138059
31 32 90402
37 8 88933
20 12 11517
19 9 93782
29 13 166036
13 4 94353
23 15 44317
16 17 160978
3 6 123655
15 27 41707
21 13 103265
2 8 75469
18 12 7069
24 19 115196
5 24 100905
14 16 103359
21 27 139253
20 33 90411
26 27 95852
16 12 82976
28 27 73686
8 6 68330
4 27 53296
36 18 136599
35 26 167128
3 30 75715
12 6 35944
16 18 75907
25 15 64869
30 15 90787
13 18 31420
35 20 151503
30 20 123810
1 34 121746
23 28 70156
34 23 80079
21 33 143670
35 25 103383
33 16 17804
21 10 120473
19 33 89033
12 31 8125
33 37 108994
27 34 93666
15 3 120481
18 20 18586
9 1 110260
12 28 791
9 7 81952
3 5 176849
25 36 130216
25 19 82172
9 5 42853
10 29 134221
22 37 127066
16 29 125018
8 15 65156
34 5 100148
29 4 138696
28 18 7860
32 8 59659
25 20 83550
10 31 63822
29 25 117507
36 15 110545
25 4 21189
9 33 18471
23 10 60896
33 6 68556
35 18 158319
11 32 119685
2 36 132496
17 4 180185
33 32 79720
14 1 76579
25 16 10943
6 23 41143
34 2 41855
24 16 73259
5 23 51795
22 12 71395
10 9 69838
28 6 35153
16 21 147752
19 18 109346
32 17 132825
8 19 76290
15 6 3174
2 16 73184
12 3 87711
19 2 124329
8 17 160542
29 11 226878
8 20 96750
23 31 62603
13 27 112966
5 35 72140
20 36 143568
14 30 61229
2 23 76530
30 29 202081
23 37 122685
6 19 107982
20 10 55950
27 20 74730
18 17 173738
20 1 83494
34 17 157364
22 26 116300
9 13 84774
13 33 103245
2 21 86828
25 21 136809
3 22 127877
5 33 38104
19 7 137974
29 19 199679
31 5 97263
33 22 65157
27 11 126369
15 10 22927
27 8 23449
18 11 106400
28 13 39280
30 10 67860
4 28 70793
13 3 112062
6 21 100720
12 8 85233
31 21 72901
22 14 113391
20 22 71648
25 12 72033
2 4 77167
19 16 78575
13 17 142318
6 7 83116
22 36 71920
13 37 150040
20 19 127932
10 36 87618
3 33 152467
6 9 50085
28 35 150459
22 35 157105
5 15 90517
27 14 124523
11 30 107817
7 24 90330
16 37 91218
6 1 107921
11 3 144016
31 25 66020
21 22 136171
11 36 88059
1 5 95367
12 10 55697
25 1 98650
31 37 119676
18 14 141487
7 23 90894
17 20 192324
2 3 95625
31 29 135672
26 14 143926
6 16 66045
8 13 109584
10 8 87194
14 7 162758
31 7 89205
37 15 112680
36 35 129764
21 1 136753
10 11 155028
2 24 65210
5 8 25361
18 2 14983
16 20 94493
35 23 123935
29 20 139064
6 2 57996
30 12 123557
37 11 90411
11 24 142489
6 17 174094
14 20 158915
7 8 61684
1 16 87735
6 35 121654
36 14 80987
9 32 84469
37 27 112382
10 24 33315
20 6 36197
7 16 59399
25 37 102133
34 16 72502
21 20 76293
15 32 115047
18 10 62766
17 9 178034
8 31 79220
10 6 19753
23 3 142938
19 3 169085
20 15 33023
30 36 19758
12 9 60423
5 29 148750
11 17 154782
14 15 125892
17 28 181598
35 4 124572
36 8 143416
12 34 63907
1 30 129969
14 8 101074
28 2 22843
27 5 48810
6 34 99851
32 1 25791
23 26 61077
7 13 121681
2 20 33569
15 2 54822
29 17 283931
2 7 75278
11 31 107456
7 11 164604
25 26 63745
35 16 97937
17 31 174794
6 32 118221
26 31 36780
14 6 122718
19 5 50929
30 27 132494
16 28 83767
20 26 56422
4 20 76703
9 21 125199
34 35 170439
15 26 77675
1 33 105511
29 1 199524
21 11 164107
9 2 68337
19 1 44438
37 5 112650
12 37 111551
28 9 61214
1 15 104747
32 34 134446
8 3 158806
6 5 92938
2 22 93447
18 31 1056
33 29 124368
25 11 116120
26 34 19002
32 19 70229
21 30 188333
10 2 77749
19 26 145917
31 13 32476
7 26 98131
25 22 58296
35 10 141407
14 25 103401
36 13 168019
7 1 147134
35 14 155210
37 20 123068
19 21 181191
10 17 154341
25 6 61695
14 11 169046
33 2 86808
10 37 129259
1 12 71977
24 26 88063
7 22 118567
17 15 177268
3 10 143408
22 19 140468
30 17 86481
36 9 141826
Case #270: 16
7 5 625570
6 7 706273
2 7 262572
6 1 410629
6 5 88250
6 2 610682
5 2 698932
3 6 574775
5 3 567259
2 4 407177
3 4 276103
7 4 144605
1 5 498879
3 2 394070
6 4 569215
3 7 131498
Case #271: 505
5 16 87051
19 32 64467
6 9 119912
20 25 170440
